RPT DATE,RPT NUM.,RIG,WELL NAME,JOB,RIG SUPERV,RIG PHONE,CONTRACTOR,ELEVATION,SPUD DATE,DFS,DOL,MD,PRESENT OPERATIONS,ACTIVITY PLANNED,Report_title,index,FROM,TO,HRS,PHASE,CODE,NPT,OPERATIONS,MD/TVD,24 HR FTG,HRS DRLG
 11/04/2020,16, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,5.0,15,, Change BHA to drill float equipment," Drill shoe track , Trip out of hole, Pick up  Rotary Steerable  BHA",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11042020_11042020_18_reporttmp.pdf,49,18:00,23:00,5.0,Intermediate Casing,Dir Work,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling. 
Pick up Intermediate Directional  Tools BHA # 2, with 12 1/4"" PDC bit",1629.0,,3.0
 11/04/2020,16, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,5.0,15,, Change BHA to drill float equipment," Drill shoe track , Trip out of hole, Pick up  Rotary Steerable  BHA",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11042020_11042020_18_reporttmp.pdf,50,23:00,00:30,1.5,Intermediate Casing,Trips,,"Trip in Hole with VRRS , tag cement",1629.0,,3.0
 11/04/2020,16, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,5.0,15,, Change BHA to drill float equipment," Drill shoe track , Trip out of hole, Pick up  Rotary Steerable  BHA",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11042020_11042020_18_reporttmp.pdf,51,00:30,03:30,3.0,Intermediate Casing,Drilling,,"Drill cement and Float Collar,  stop drilling , prepare to pull out of hole",1629.0,,3.0
 11/04/2020,16, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,5.0,15,, Change BHA to drill float equipment," Drill shoe track , Trip out of hole, Pick up  Rotary Steerable  BHA",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11042020_11042020_18_reporttmp.pdf,52,03:30,06:00,2.5,Intermediate Casing,Trips,,"Trip out of  hole ,(TOOH) VRSS, bit no issues
Conclusion probable  rubber inference 
Plan Forward trip in hole with mill tooth bit drill up float equipment",1629.0,,3.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,45,06:00,06:30,0.5,Intermediate Drilling,Trips,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
TOOH (trip out of hole) with BHA #2.  Break off bit, lay down Scout RSS (rotary steerable).",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,46,06:30,08:30,2.0,Intermediate Drilling,Trips,,"Pick up Conventional BHA #3 consisting of Smith RK6139 tricone bit, 9 5/8"" Scout 7/8 5.9 stage fixed motor 
stabilized to 12 1/8"", 8"" shock sub, 4 stands of 8"" drill collars, 6 5/8"" X 4 1/2"" IF x-over, 3 stands HW drill pipe.
TIH (trip in hole).  Tag up on shoe track at 1,605'.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,47,08:30,09:00,0.5,Intermediate Drilling,Drilling,,"Drill cement in shoe track from 1,605' to 1,627'.  Drill shoe from 1,627' to 1,629'.
Drill 15' of new formation to depth of 1,644'.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,48,09:00,09:30,0.5,Intermediate Drilling,Other,,"Perform FIT at 1,644' MD to emw of 9.5 ppg.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,49,09:30,11:00,1.5,Intermediate Drilling,Trips,,"TOOH with BHA #3, break off bit and lay down.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,50,11:00,16:00,5.0,Intermediate Drilling,Trips,,"Make up BHA #4 consisting of NOV 12 1/4"" TKC  66 PDC bit, 9 5/8"" Vertical Scout RSS, 6 5/8"" X 6 5/8"" double pin 
x-over, 9 5/8"" Scout 7/8 5.9 stage fixed motor stabilized to 12 1/8"", 8"" shock sub, 12 1/8"" steel stabilizer, 8"" 
NMDC, 8"" hang off sub, 4 stands 8"" drill collars, 6 5/8"" X 4 1/2"" IF x-over, 3 stands HW drill pipe.
Trip in hole to 1,644' MD.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,51,16:00,16:30,0.5,Intermediate Drilling,Other,,Nabors loading MSE programs onto RigWatch.,2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,52,16:30,17:00,0.5,Intermediate Drilling,Drilling,,"Perform 5 minute Step Test for WOB:
3K WOB, 66 fph, 40 psi diff, 660 gpm, 46 rpm
6K WOB, 69.6 fph, 80 psi diff, 660 gpm, 46 rpm
9K WOB, 103.2 fph, 130 psi diff, 660 gpm, 46 rpm
12K WOB, 157.8 fph, 205 psi diff, 660 gpm, 46 rpm
15K WOB.  Bit balled.  Stop step test.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,53,17:00,18:00,1.0,Intermediate Drilling,Drilling,,"Cleaning bit, continue drilling from 2,030' to 2,100', 70fph.",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,54,18:00,04:00,10.0,Intermediate Drilling,Drilling,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill from 2,100' - 2,575   Avg. 59.4 FPH  
WOB:  8-14 K, ROT 40, TQ 1,700 - 2,200 ft lbs, SPP  1700 psi, DIFF  80 - 200 psi
Bit balling,  pump sweeps as needed",2630.0,1001.0,12.0
 11/05/2020,17, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,6.0,16,," Drilling ahead at 2,630'"," Drill Intermediate 12 1/4"" hole",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11052020_11052020_12_reporttmp.pdf,55,04:00,06:00,2.0,Intermediate Drilling,,,"Drill from 2,575' - 2,630'   Avg. 27.5 FPH  
WOB:  8-14 K, ROT 40 - 50, TQ 1,900 - 2,600 ft lbs, Occasional spikes - 4,000 ft-lbs,  SPP  1700 - 1800 psi, DIFF 100 
- 300 psi
Last Survey at 2,466', Inc 0.92, AZM 74.99 
Adjusting drilling parameters to increase ROP yet maintain  inclination <2*
Slight lithologic change at  2,575'  less interstitial clays and occasional rock fragments coming to surface.",2630.0,1001.0,12.0
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,45,06:00,18:00,12.0,Intermediate Drilling,Drilling,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA #4 from 2,630' - 3,260', 630' at 52.5  FPH  
WOB:  30-35 K, ROT 77 rpm, TQ 4,400 ft lbs,  SPP  2,000 - 2,200 psi, DIFF 160 psi
Last Survey at 3,125, Inc 1.54, AZM 64.06
Control drilling to drop angle.
Increased WOB from 35K to 40K at 2,905'.  Saw our p-rate drop to lower lows and more uneven.
Function Test Pipe Rams",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,46,18:00,19:30,1.5,Intermediate Drilling,Coring,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA #4 from  3,260'- 3,323'  42'  -at 42.0  FPH  
WOB: 35 K, ROT 75 rpm,  795 gpm, TQ 4,400 ft lbs,  SPP  2,000 - 2,200 psi, DIFF 170 psi
Last Survey at 3,323', Inc 1.58, AZM 19.15
Control drilling to drop angle.
Decrease WOB from  40K  to  35K  at 3,323 .  P rate approximately the same",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,47,19:30,22:00,2.5,Intermediate Drilling,Drilling,,"Drill ahead with BHA #4 from  3,323' -  3,418'  95'  -at  38'  FPH  
WOB:  33- 35 K, ROT 75 rpm,  725 gpm, TQ 4,200 ft lbs,  SPP  2,000 - 2,200 psi, DIFF 170 psi
Last Survey at 3,418', Inc 1.05, AZM 332.83
Control drilling to drop angle.
Decrease GPM 795 - 725 gpm  P rate dropped to 38 FPH , Inc. dropped and AZM  turned
Install camera on derrick to monitor Top Drive Connections",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,48,22:00,00:00,2.0,Intermediate Drilling,Drilling,,"Drill ahead with BHA #4 from  3,418' - 3513'  -at  45 FPH  
WOB:  38 K, ROT 75 rpm,  725 gpm, TQ 4,200 ft lbs,  SPP  2,000 - 2,200 psi, DIFF 170 - 250psi
Last Survey at 3513', Inc 0.7, AZM  278.25
Control drilling to drop angle.
Increase WOB - 40  P rate increased to 45 FPH , Inc. dropped and AZM  turned",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,49,00:00,03:30,3.5,Intermediate Drilling,Drilling,,"Drill ahead with BHA #4 from  3,518' - 3,795 '  377' at  107.7  FPH  
WOB:  40 K, ROT 75 rpm,  725 gpm, TQ 4,200 ft lbs,  SPP  2,000 - 2,200 psi, DIFF  250psi
Last Survey at 3,795, Inc 1.14 , AZM  83.31
Drilling off MSE
Leaving  WOB - 40  , 725 GPM  stable, will turn rotary down to 40.",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,50,03:30,04:30,1.0,Intermediate Drilling,,,"Drill ahead with BHA #4 from  3,795' - 3,889' 94 at  94  FPH  
WOB:  40 K, ROT 40 rpm,  725 gpm, TQ 4,000 ft lbs,  SPP  2,000 - 2,200 psi, DIFF  350psi
Last Survey at  3,889', Inc 1.674 , AZM  50.26
Drilling off MSE
Decrease  WOB - 35 , Maintain 725 GPM  and 40 ROT stable.",3984.0,1354.0,21.5
 11/06/2020,18, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,7.0,17,," Drilling  12.25"" Intermediate Hole. at  3,984"," Drill  12.25"" hole,  Fuel, Casing, and Beads to be delivered today.",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11062020_11062020_19_reporttmp.pdf,51,04:30,06:00,1.5,Intermediate Drilling,Drilling,,"BOP drill
Drill ahead with BHA #4 from  3,889' - 3,984'  95' at  63.3'FPH  
WOB:  35 K, ROT 40 rpm,  725 gpm, TQ 4,000 ft lbs,  SPP  2,000 - 2,200 psi, DIFF  250psi
Last Survey at  3,889' Inc. 1.67, AZM50.26
Control drilling to drop angle., Take check shot half way down stand",3984.0,1354.0,21.5
 11/07/2020,19, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,8.0,18,, Drilling Ahead  4552," Trip out of hole, Trip back in hole  start drilling",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11072020_11072020_24_reporttmp.pdf,45,06:00,11:00,5.0,Intermediate Drilling,Drilling,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA #4 from 3,984' - 4,187', 203' at 40.6  FPH  
WOB:  30-35 K, ROT 40 rpm, 660 gpm, TQ 4,459 ft lbs,  SPP  2,100 - 2,250 psi, DIFF 285 psi
Last Survey at  4,069 Inc 1.23, AZM 315.63
Control drilling to drop angle.",4552.0,568.0,18.0
 11/07/2020,19, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,8.0,18,, Drilling Ahead  4552," Trip out of hole, Trip back in hole  start drilling",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11072020_11072020_24_reporttmp.pdf,46,11:00,15:00,4.0,Intermediate Drilling,Drilling,,"Drill ahead with BHA #4 from  4,187' -  4,258'  71'  -at  17.75'  FPH  
WOB:  35- 40 K, ROT 40 rpm,  730 gpm, TQ 4,287 ft lbs,  SPP  2,150 - 2,250 psi, DIFF 225 - 260 psi
Last Survey at 4,258 Inc 0.0.92, AZM 210.05
Lithology at 4,250':  65%, clay and clay stone, 35% fine sand from granite
Clay redish brown soft mod soluble, kaolinitic very sandy 
Sand fine to medium gran, angular to subangular  from granite",4552.0,568.0,18.0
 11/07/2020,19, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,8.0,18,, Drilling Ahead  4552," Trip out of hole, Trip back in hole  start drilling",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11072020_11072020_24_reporttmp.pdf,47,15:00,18:00,3.0,Intermediate Drilling,Drilling,,"15:00  Rig lost power, 15:10 Power back on 
Drill ahead with BHA #4 from  4,258' -  4,327'  69'  -at  23'  FPH  
WOB:  35- 40 K, ROT 40 rpm,  730 gpm, TQ 4,420 ft lbs,  SPP  2,150 - 2,250 psi, DIFF 223 psi
Last Survey at 4,164 Inc 0.92, AZM 263.33
Lithology at 4,300, 65% Sand,  Sand fine to medium grain, angular to subangular  from granite
clay and clay stone, 35%  Clay White to light redish brown, soft mod soluble, kaolinitic very sandy",4552.0,568.0,18.0
 11/07/2020,19, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,8.0,18,, Drilling Ahead  4552," Trip out of hole, Trip back in hole  start drilling",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11072020_11072020_24_reporttmp.pdf,48,18:00,00:00,6.0,Intermediate Drilling,,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA #4 from  4,327' - 4,460'  133'  -at  22.2  FPH  
WOB:  40 - 48 K, ROT 55- 65 rpm,  730 - 850 gpm, TQ 4,6000 ft lbs,  SPP  2,700 - 2,800 psi, DIFF 223 psi
Last Survey at 4,457 'Inc 1.14, AZM 155.47 
Lithology at 4,300, 65% Sand,  Sand fine to medium grain, angular to subangular  from granite
clay and clay stone, 35%  Clay White to light redish brown, soft mod soluble, kaolinitic very sandy
Drilling break at 4,441'   11' total, Peak ROP 112 fph Weathered granite. 
Inc walked out to 1.14 and AZM  swung to 155.47  approaching AZM where inclination rate accelerates, Adjust 
ROT down to 40.",4552.0,568.0,18.0
 11/07/2020,19, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,8.0,18,, Drilling Ahead  4552," Trip out of hole, Trip back in hole  start drilling",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11072020_11072020_24_reporttmp.pdf,49,00:00,06:00,6.0,Intermediate Drilling,Drilling,,"Drill ahead with BHA #4 from  4,460' - 4,552'  92'  -at  15.3  FPH  ;
Mud Weight 9.0+, viscosity 55,  drilling break 4,460 to 4,471
Lithology changed from red, white clay and sand to Granodiorite: Med Dark Grey, 
Mud fluids seepage losses in six hours 9 bbls 
Speed up centrifuge to lower mud weight to 9.0, viscosity 55
WOB:  45 - 48 K, ROT  40  - 55 rpm,  730 - 850 gpm, TQ 3,200 - 4,2000 ft lbs,  SPP  2,700 - 2,800 psi, DIFF  150 
-223 psi
Last Survey at 4,457 'Inc 1.14, AZM 155.47 
Lithology at 4,460: Granite / Granodiorite: Med Dark Grey, Soft to Mod Firm, 50% Feldspar, 20 - 30 % Cloudy 
Quartz,  10 - 20 %  Black - green Mafic, Typically Biotite
Hornblende, Green Epidote, Pyrite .
At 06:00 seepage to small to measure 
Prepare to trip out of hole",4552.0,568.0,18.0
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,45,06:00,12:00,6.0,Intermediate Drilling,Trips,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drilled 12 1/4"" hole  with BHA #4  to 4,552'  
Mud Weight 9.0, viscosity 55
Last Survey at 4,457 'Inc 1.14, AZM 155.47 
Trip out of the hole at 1,785' and 1,751' pulled 10,000 over string weight work back through twice no more over 
pull, wiped clean
Lithology @ 1,780': Clay pale yellowish brown, soft, thin consistency, non swelling associated with granule sized 
rock fragments up to 5mm in size
Pull BHA to surface , lay down BHA,  two of the  bit junk throat  was packed off with red clay, stabilizer 1/8"" 
under gauge, bit was 1/16"" under gauge
tested motor and VRSS good test no issues",4811.0,259.0,13.5
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,46,12:00,16:00,4.0,Intermediate Drilling,Dir Work,,"Pick up BHA # 5,  Schlumberger / Smith  12 1/4"" 616 PDC with 13mm cutter and replace stabilizer, mud motor
Trip in the hole  with BHA # 5, set on bottom , clean bottom, establish circulation",4811.0,259.0,13.5
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,47,16:00,18:00,2.0,Intermediate Drilling,Drilling,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA # 5 from 4,552' - 4,595' at 21.5 FPH  
WOB:  30-35 K, ROT 40 rpm, 725 gpm, TQ 4,856 ft lbs,  SPP  2,600 - 2,750 psi, DIFF 280 psi
Last Survey at  4,543' Inc 1.54, AZM 20.20
Lithology:  Granite Med-Dark Grey,  50 - 60% Lt Gray Feldspar,20 -30 % Cloudy Quartz, 10-30% Black-green mafic,  
Blocky Biotite with Magnetite, Anhed Epidote
Hornblende, Epidote , Pyrite",4811.0,259.0,13.5
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,48,18:00,00:00,6.0,Intermediate Casing,Drilling,,"PJSM (pre job safety meeting) with FORGE DSM's and Frontier Drilling.
Drill ahead with BHA # 5 from 4,595' - 4,743' 148',  at 24.7 FPH  
WOB:  35  - 44 K, ROT 40 rpm, 725 - 800 gpm, TQ  3,600 - 4,200 ft lbs,  SPP  2,400  - 2,700 psi, DIFF 280 psi
Last Survey at  4,740' Inc  1.45, AZM 334.41 
Lithology:  Granite Med-Dark Grey,  50 - 60% Lt Gray Feldspar,20 -30 % Cloudy Quartz, 10-30% Black-green mafic,  
Blocky Biotite with Magnetite, Anhed Epidote
Hornblende, Epidote , Pyrite
250 psi pressure loss at  4,746', Check pumps, check MWD signal both OK, Set back down and diff came back  to 
where it was
Strokes  remained steady, diff good. Drill ahead and monitor.  Possible nozzle  un-plugged. 
Temporary power loss  for EDR station  01:15 - 01:45",4811.0,259.0,13.5
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,49,00:00,00:30,0.5,Intermediate Drilling,Lubricate Rig,,Service rig,4811.0,259.0,13.5
 11/08/2020,20, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Leroy Swearingen , Bob Frank, Duane Winkler", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,9.0,19,," Drilling 12.25"" hole @ 4,811'", Continue Drilling,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11082020_11082020_26_reporttmp.pdf,50,00:30,06:00,5.5,Intermediate Drilling,Drilling,,"Drill ahead with BHA # 5 from 4,743' - 4,811,  68',  at 12.3 FPH  
WOB:  25 - 44 K, ROT 40 rpm, 725  gpm, TQ  3,600 - 4,200 ft lbs,  SPP  2,400  - 2,700 psi, DIFF 280 psi
Last Survey at  4,740' Inc  1.45, AZM 334.41 
Lithology:  Granite Med-Dark Grey,  50 - 60% Lt Gray Feldspar,20 -30 % Cloudy Quartz, 10-30% Black-green mafic,  
Blocky Biotite with Magnetite, Anhed Epidote
Hornblende, Epidote , Pyrite
250 psi pressure loss at  4,746', Check pumps, check MWD signal both OK, Set back down and diff came back  to 
where it was
Strokes  remained steady, diff good. Drill ahead and monitor.  Possible nozzle  un-plugged. 
Temporary power loss  for EDR station  01:15 - 01:45
Boiler ran 24 hrs",4811.0,259.0,13.5
